Order_ID,Order_Date,City,Region,Category,Sub_Category,Department,Customer_Type,Order_Priority,Quantity,Unit_Price,Discount_%,Gross_Sales,Revenue,Expenses,Profit,Profit_Margin_%,Expense_Ratio_%,Sales_Target,Target_Achievement_%,Return_Qty,Return_Rate_%
ORD-00475,4/16/2025,Miami,South,Office Supplies,Laptops,Corporate,Returning,Express,3,80,0.15,240,204,126.7,77.3,0.3789,0.6211,308.16,0.2991,1,0.3333
ORD-00476,2/2/2025,New York,Northeast,Accessories,Paper,Corporate,New,Express,3,100,0.1,300,270,116.1,153.9,0.57,0.43,211.94,0.45,1,0.3333
ORD-00477,1/6/2025,Chicago,Midwest,Office Supplies,Phones,Consumer,New,Standard,2,100,0,200,200,106.24,93.76,0.4688,0.5312,210.54,0.3077,0,0
ORD-00478,4/24/2024,New York,Northeast,Technology,Paper,Retail,New,Standard,5,80,0.1,400,360,230.68,129.32,0.3592,0.6408,441.91,0.381,0,0
ORD-00479,10/28/2024,Chicago,Midwest,Technology,Bags,Retail,Returning,Standard,5,40,0.08,200,184,134.56,49.44,0.2687,0.7313,109.28,0.1704,1,0.2
ORD-00480,1/28/2025,Los Angeles,West,Furniture,Phones,Corporate,New,Standard,3,80,0.03,240,232.8,154.44,78.36,0.3366,0.6634,154.56,0.3104,0,0
ORD-00481,10/24/2025,Miami,South,Accessories,Chairs,Corporate,Returning,Standard,2,100,0.03,200,194,137.66,56.34,0.2904,0.7096,207.93,0.2694,0,0
ORD-00482,3/1/2025,Houston,South,Accessories,Kitchen,Corporate,New,Standard,6,750,0.05,4500,4275,2769.77,1505.23,0.3521,0.6479,4478.64,7.125,0,0
ORD-00483,2/6/2024,New York,Northeast,Technology,Paper,Corporate,Returning,Standard,8,500,0.03,4000,3880,2467.33,1412.67,0.3641,0.6359,1802.88,4.3111,1,0.125
ORD-00484,1/8/2025,Chicago,Midwest,Office Supplies,Chairs,Consumer,Returning,Standard,2,750,0.08,1500,1380,771.76,608.24,0.4408,0.5592,913.61,2.1231,0,0
ORD-00485,5/4/2024,New York,Northeast,Appliances,Laptops,Retail,Returning,Standard,4,100,0.05,400,380,311.6,68.4,0.18,0.82,324.19,0.4524,0,0
ORD-00486,8/8/2024,New York,Northeast,Accessories,Laptops,Consumer,New,Standard,6,60,0.08,360,331.2,198.59,132.61,0.4004,0.5996,502.43,0.4929,0,0
ORD-00487,1/4/2024,Chicago,Midwest,Appliances,Paper,Corporate,Returning,Standard,2,60,0.03,120,116.4,93.27,23.13,0.1987,0.8013,68.83,0.1455,0,0
ORD-00488,7/27/2024,Los Angeles,West,Technology,Kitchen,Enterprise,Returning,Standard,5,150,0.03,750,727.5,497.69,229.81,0.3159,0.6841,1199.21,0.7217,0,0
ORD-00489,3/3/2025,Houston,South,Office Supplies,Bags,Enterprise,Returning,Express,1,80,0.05,80,76,44.31,31.69,0.417,0.583,89.67,0.1169,0,0
ORD-00490,5/22/2024,New York,Northeast,Furniture,Laptops,Retail,Returning,Standard,5,500,0.1,2500,2250,1510.58,739.42,0.3286,0.6714,2710.91,2.8553,0,0
ORD-00491,8/28/2025,New York,Northeast,Accessories,Kitchen,Retail,New,Standard,6,750,0.05,4500,4275,3144.74,1130.26,0.2644,0.7356,3721.08,6.3616,0,0
ORD-00492,5/29/2025,Miami,South,Technology,Bags,Corporate,Returning,Standard,9,100,0.1,900,810,488.18,321.82,0.3973,0.6027,858.3,0.8571,0,0
ORD-00493,7/4/2025,Phoenix,West,Office Supplies,Laptops,Enterprise,Returning,Standard,5,25,0.05,125,118.75,79.51,39.24,0.3304,0.6696,93.78,0.1631,0,0
ORD-00494,8/7/2025,Houston,South,Accessories,Laptops,Corporate,New,Standard,2,60,0.05,120,114,73.57,40.43,0.3546,0.6454,138.99,0.1696,0,0
ORD-00495,3/18/2025,Chicago,Midwest,Technology,Paper,Corporate,New,Standard,4,80,0.05,320,304,216.74,87.26,0.287,0.713,375.93,0.3378,0,0
ORD-00496,11/20/2024,Miami,South,Furniture,Paper,Retail,New,Standard,3,80,0.15,240,204,127.68,76.32,0.3741,0.6259,152.47,0.2267,0,0
ORD-00497,2/13/2024,New York,Northeast,Technology,Laptops,Enterprise,New,Standard,4,200,0,800,800,455.7,344.3,0.4304,0.5696,860.1,0.8889,0,0
ORD-00498,1/19/2025,New York,Northeast,Appliances,Kitchen,Enterprise,New,Standard,3,60,0.03,180,174.6,109.86,64.74,0.3708,0.6292,266.54,0.2182,0,0
ORD-00499,5/13/2025,Chicago,Midwest,Technology,Phones,Consumer,New,Express,5,200,0.1,1000,900,589.04,310.96,0.3455,0.6545,963.2,0.9524,0,0
ORD-00500,7/11/2025,New York,Northeast,Accessories,Kitchen,Corporate,Returning,Standard,1,60,0,60,60,43.39,16.61,0.2768,0.7232,672,0.0893,0,0
